Club Name,Address,Latitude,Longitude,Category,Description
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN TRUCK
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,FRAUD,"CREDIT CARD, THEFT BY USE OF"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,SUSPICIOUS OCC,INVESTIGATIVE DETENTION
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,LOST PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT FROM PERSON
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VEHICLE THEFT,STOLEN AUTOMOBILE
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,PETTY THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,LARCENY/THEFT,GRAND THEFT OF PROPERTY
City Nights,"715 Harrison St, San Francisco",37.782,-122.398,NON-CRIMINAL,LOST PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,"ROBBERY, ARMED WITH A GUN"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,AIDED CASE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,RESISTING ARREST
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WEAPON LAWS,CARRYING OF CONCEALED WEAPON BY CONVICTED FELON
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WEAPON LAWS,CARRYING A CONCEALED WEAPON
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WEAPON LAWS,POSS OF PROHIBITED WEAPON
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT BICYCLE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT BICYCLE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,FALSE IMPRISONMENT
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,INFLICT INJURY ON COHABITEE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WARRANTS,WARRANT ARREST
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION ARREST
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,RESISTING ARREST
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT BICYCLE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VEHICLE THEFT,STOLEN AUTOMOBILE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,SEARCH WARRANT SERVICE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VEHICLE THEFT,STOLEN AUTOMOBILE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,"LICENSE PLATE, RECOVERED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,"ROBBERY, BODILY FORCE"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY WITH SERIOUS INJURIES
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT FROM A BUILDING
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,SECONDARY CODES,JUVENILE INVOLVED
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VEHICLE THEFT,STOLEN AUTOMOBILE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,THEFT OF CHECKS OR CREDIT CARDS
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,"DOG, STRAY OR VICIOUS"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,LOST PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,LOST PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,LOST PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,SUSPICIOUS OCC,INVESTIGATIVE DETENTION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT PURSESNATCH
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,LOST PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,SUSPICIOUS OCC,INVESTIGATIVE DETENTION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,ATTEMPTED SIMPLE ASSAULT
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,THREATS AGAINST LIFE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT BICYCLE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VEHICLE THEFT,STOLEN AUTOMOBILE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VEHICLE THEFT,STOLEN TRUCK
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,"ROBBERY, BODILY FORCE"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,"ROBBERY, BODILY FORCE"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,THREATS AGAINST LIFE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,ATTEMPTED ROBBERY WITH A GUN
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,AGGRAVATED ASSAULT WITH A GUN
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,"SEX OFFENSES, FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,"RESISTING PEACE OFFICER, CAUSING THEIR SERIOUS INJURY OR DEATH"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WARRANTS,ENROUTE TO PAROLE OFFICER
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VEHICLE THEFT,STOLEN AUTOMOBILE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,LOST PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT FROM A BUILDING
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,FOUND PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,LOST PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT)
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,FALSE REPORT OF CRIME
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VEHICLE THEFT,STOLEN TRUCK
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VEHICLE THEFT,STOLEN AUTOMOBILE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT FROM A BUILDING
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,FRAUD,"CREDIT CARD, THEFT BY USE OF"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A KNIFE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,THREATS AGAINST LIFE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WARRANTS,WARRANT ARREST
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT PICKPOCKET
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VEHICLE THEFT,STOLEN AUTOMOBILE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT SHOPLIFTING
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,SUSPICIOUS OCC,INVESTIGATIVE DETENTION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WEAPON LAWS,"SWITCHBLADE KNIFE, POSSESSION"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,PROBATION VIOLATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WARRANTS,WARRANT ARREST
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,SUSPICIOUS OCC,SUSPICIOUS PERSON
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,"ROBBERY, ARMED WITH A KNIFE"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,THREATS AGAINST LIFE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION ARREST
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,WARRANTS,PAROLE SEARCH
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,SUSPICIOUS OCC,INVESTIGATIVE DETENTION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,"ROBBERY, ARMED WITH A KNIFE"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRUG/NARCOTIC,POSSESSION OF COCAINE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,MISSING PERSON,FOUND PERSON
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION ARREST
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY WITH SERIOUS INJURIES
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,LOST PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT OF PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT OF PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT OF PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,"SEX OFFENSES, FORCIBLE","ORAL COPULATION, UNLAWFUL (ADULT VICTIM)"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT OF PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT OF PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT OF PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT OF PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,PETTY THEFT OF PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,TRESPASS,TRESPASSING
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,FOUND PROPERTY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,THREATS AGAINST LIFE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT BY EMPLOYEE"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,OTHER OFFENSES,TRAFFIC VIOLATION
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,THREATS AGAINST LIFE
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ASSAULT,BATTERY
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,ROBBERY,ROBBERY ON THE STREET WITH A GUN
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY"
Bruno's,"2389 Mission St, San Francisco",37.759,-122.419,NON-CRIMINAL,AIDED CASE
